"","county","Tract","FIPS","County","Bay Area"
"693","075",119007,"06075012902",87701,87000
"694","075",151477,"06075013000",87701,87000
"695","075",124063,"06075013101",87701,87000
"696","075",124330,"06075013102",87701,87000
"697","075",131806,"06075013200",87701,87000
"698","075",141019,"06075013300",87701,87000
"699","075",136700,"06075013400",87701,87000
"700","075",120714,"06075013500",87701,87000
"701","075",83750,"06075015100",87701,87000
"702","075",89440,"06075015200",87701,87000
"703","075",111250,"06075015300",87701,87000
"704","075",118674,"06075015400",87701,87000
"705","075",55313,"06075015500",87701,87000
"706","075",85625,"06075015600",87701,87000
"707","075",102152,"06075015700",87701,87000
"708","075",66698,"06075015801",87701,87000
"709","075",107143,"06075015802",87701,87000
"710","075",52479,"06075015900",87701,87000
"711","075",62719,"06075016000",87701,87000
"712","075",23840,"06075016100",87701,87000
"713","075",80651,"06075016200",87701,87000
"714","075",116928,"06075016300",87701,87000
"715","075",107254,"06075016400",87701,87000
"716","075",104097,"06075016500",87701,87000
"717","075",118167,"06075016600",87701,87000
"718","075",147237,"06075016700",87701,87000
"719","075",88929,"06075016801",87701,87000
"720","075",79167,"06075016802",87701,87000
"721","075",102218,"06075016900",87701,87000
"722","075",140152,"06075017000",87701,87000
"723","075",127065,"06075017101",87701,87000
"724","075",133079,"06075017102",87701,87000
"725","075",21154,"06075017601",87701,87000
"726","075",93056,"06075017700",87701,87000
"727","075",17113,"06075017801",87701,87000
"728","075",69833,"06075017802",87701,87000
"729","075",49271,"06075017902",87701,87000
"730","075",156897,"06075018000",87701,87000
"731","075",43933,"06075020100",87701,87000
"732","075",58838,"06075020200",87701,87000
"733","075",108750,"06075020300",87701,87000
"734","075",149886,"06075020401",87701,87000
"735","075",93479,"06075020402",87701,87000
"736","075",126971,"06075020500",87701,87000
"737","075",136761,"06075020600",87701,87000
"738","075",150670,"06075020700",87701,87000
"739","075",72632,"06075020800",87701,87000
"740","075",59896,"06075020900",87701,87000
"741","075",98260,"06075021000",87701,87000
"742","075",136780,"06075021100",87701,87000
"743","075",144886,"06075021200",87701,87000
"744","075",167708,"06075021300",87701,87000
"745","075",143846,"06075021400",87701,87000
"746","075",113819,"06075021500",87701,87000
"747","075",135395,"06075021600",87701,87000
"748","075",104698,"06075021700",87701,87000
"749","075",131012,"06075021800",87701,87000
"750","075",205865,"06075022600",87701,87000
"751","075",165551,"06075022702",87701,87000
"752","075",150938,"06075022704",87701,87000
"753","075",117188,"06075022801",87701,87000
"754","075",58772,"06075022802",87701,87000
"755","075",99375,"06075022803",87701,87000
"756","075",69013,"06075022901",87701,87000
"757","075",113750,"06075022902",87701,87000
"758","075",80972,"06075022903",87701,87000
"759","075",64583,"06075023001",87701,87000
"760","075",76528,"06075023003",87701,87000
"761","075",35951,"06075023102",87701,87000
"762","075",22697,"06075023103",87701,87000
"763","075",49583,"06075023200",87701,87000
"764","075",54566,"06075023300",87701,87000
"765","075",39750,"06075023400",87701,87000
"766","075",103700,"06075025100",87701,87000
"767","075",130099,"06075025200",87701,87000
"768","075",104545,"06075025300",87701,87000
"769","075",110313,"06075025401",87701,87000
"770","075",123313,"06075025402",87701,87000
"771","075",88262,"06075025403",87701,87000
"772","075",103275,"06075025500",87701,87000
"773","075",73730,"06075025600",87701,87000
"774","075",80565,"06075025701",87701,87000
"775","075",59926,"06075025702",87701,87000
"776","075",72868,"06075025800",87701,87000
"777","075",89896,"06075025900",87701,87000
"778","075",60694,"06075026001",87701,87000
"779","075",86900,"06075026002",87701,87000
"780","075",65282,"06075026003",87701,87000
"781","075",75962,"06075026004",87701,87000
"782","075",72350,"06075026100",87701,87000
"783","075",76137,"06075026200",87701,87000
"784","075",65625,"06075026301",87701,87000
"785","075",76386,"06075026302",87701,87000
"786","075",83047,"06075026303",87701,87000
"787","075",50694,"06075026401",87701,87000
"788","075",82969,"06075026402",87701,87000
"789","075",66875,"06075026403",87701,87000
"790","075",48000,"06075026404",87701,87000
"791","075",94857,"06075030101",87701,87000
"792","075",111651,"06075030102",87701,87000
"793","075",91387,"06075030201",87701,87000
"794","075",105457,"06075030202",87701,87000
"795","075",130234,"06075030301",87701,87000
"796","075",133984,"06075030302",87701,87000
"797","075",154769,"06075030400",87701,87000
"798","075",109352,"06075030500",87701,87000
"799","075",158421,"06075030600",87701,87000
"800","075",126875,"06075030700",87701,87000
"801","075",134481,"06075030800",87701,87000
"802","075",157820,"06075030900",87701,87000
"803","075",128517,"06075031000",87701,87000
"804","075",110417,"06075031100",87701,87000
"805","075",80462,"06075031201",87701,87000
"806","075",73839,"06075031202",87701,87000
"807","075",93750,"06075031301",87701,87000
"808","075",67438,"06075031302",87701,87000
"809","075",59487,"06075031400",87701,87000
"810","075",95854,"06075032601",87701,87000
"811","075",80357,"06075032602",87701,87000
"812","075",103648,"06075032700",87701,87000
"813","075",79764,"06075032801",87701,87000
"814","075",84946,"06075032802",87701,87000
"815","075",83169,"06075032901",87701,87000
"816","075",96208,"06075032902",87701,87000
"817","075",83896,"06075033000",87701,87000
"818","075",108018,"06075033100",87701,87000
"819","075",22895,"06075033201",87701,87000
"820","075",50946,"06075033203",87701,87000
"821","075",44922,"06075033204",87701,87000
"822","075",107482,"06075035100",87701,87000
"823","075",84817,"06075035201",87701,87000
"824","075",78542,"06075035202",87701,87000
"825","075",80352,"06075035300",87701,87000
"826","075",87598,"06075035400",87701,87000
"827","075",93875,"06075040100",87701,87000
"828","075",83867,"06075040200",87701,87000
"829","075",70100,"06075042601",87701,87000
"830","075",104943,"06075042602",87701,87000
"831","075",56765,"06075042700",87701,87000
"832","075",181125,"06075042800",87701,87000
"833","075",91206,"06075045100",87701,87000
"834","075",87664,"06075045200",87701,87000
"835","075",84625,"06075047600",87701,87000
"836","075",72981,"06075047701",87701,87000
"837","075",85769,"06075047702",87701,87000
"838","075",92881,"06075047801",87701,87000
"839","075",75091,"06075047802",87701,87000
"840","075",67407,"06075047901",87701,87000
"841","075",74500,"06075047902",87701,87000
"842","075",175259,"06075060100",87701,87000
"843","075",44200,"06075060400",87701,87000
"844","075",25434,"06075060502",87701,87000
"845","075",114597,"06075060700",87701,87000
"846","075",101667,"06075061000",87701,87000
"847","075",17218,"06075061100",87701,87000
"848","075",51818,"06075061200",87701,87000
"849","075",137469,"06075061400",87701,87000
"850","075",162690,"06075061500",87701,87000
"851","075",150000,"06075980200",87701,87000
"852","075",106944,"06075980300",87701,87000
"853","075",16473,"06075980501",87701,87000
"854","075",101000,"06075980900",87701,87000
"855","081",89533,"06081600100",98546,87000
"856","081",67855,"06081600200",98546,87000
"857","081",94640,"06081600300",98546,87000
"858","081",80184,"06081600401",98546,87000
"859","081",81063,"06081600402",98546,87000
"860","081",104474,"06081600500",98546,87000
"861","081",76932,"06081600600",98546,87000
"862","081",68685,"06081600700",98546,87000
"863","081",51111,"06081600800",98546,87000
"864","081",99013,"06081600900",98546,87000
"865","081",92375,"06081601000",98546,87000
"866","081",97708,"06081601100",98546,87000
"867","081",86731,"06081601200",98546,87000
"868","081",59328,"06081601300",98546,87000
"869","081",75104,"06081601400",98546,87000
"870","081",95357,"06081601501",98546,87000
"871","081",61741,"06081601502",98546,87000
"872","081",73611,"06081601601",98546,87000
"873","081",105000,"06081601603",98546,87000
"874","081",95300,"06081601604",98546,87000
"875","081",98793,"06081601605",98546,87000
"876","081",94769,"06081601700",98546,87000
"877","081",102276,"06081601800",98546,87000
"878","081",77636,"06081601901",98546,87000
"879","081",90509,"06081601902",98546,87000
"880","081",90395,"06081602000",98546,87000
"881","081",62452,"06081602100",98546,87000
"882","081",58832,"06081602200",98546,87000
"883","081",83889,"06081602300",98546,87000
"884","081",85449,"06081602400",98546,87000
"885","081",113401,"06081602500",98546,87000
"886","081",95972,"06081602600",98546,87000
"887","081",101221,"06081602700",98546,87000
"888","081",116854,"06081602800",98546,87000
"889","081",100563,"06081602900",98546,87000
"890","081",86429,"06081603000",98546,87000
"891","081",115724,"06081603100",98546,87000
"892","081",110524,"06081603200",98546,87000
"893","081",105000,"06081603300",98546,87000
"894","081",112159,"06081603400",98546,87000
"895","081",89836,"06081603700",98546,87000
"896","081",72841,"06081603801",98546,87000
"897","081",105714,"06081603802",98546,87000
"898","081",102346,"06081603900",98546,87000
"899","081",105227,"06081604000",98546,87000
"900","081",78750,"06081604101",98546,87000
"901","081",75149,"06081604102",98546,87000
"902","081",73611,"06081604200",98546,87000
"903","081",77885,"06081604400",98546,87000
"904","081",119471,"06081604500",98546,87000
"905","081",115375,"06081604600",98546,87000
"906","081",120227,"06081604700",98546,87000
"907","081",93618,"06081604800",98546,87000
"908","081",103631,"06081604900",98546,87000
"909","081",127054,"06081605000",98546,87000
"910","081",102167,"06081605100",98546,87000
"911","081",149722,"06081605200",98546,87000
"912","081",113984,"06081605300",98546,87000
"913","081",92411,"06081605400",98546,87000
"914","081",88321,"06081605500",98546,87000
"915","081",211818,"06081605600",98546,87000
"916","081",218849,"06081605700",98546,87000
"917","081",184167,"06081605800",98546,87000
"918","081",81586,"06081605900",98546,87000
"919","081",64850,"06081606000",98546,87000
"920","081",68229,"06081606100",98546,87000
"921","081",62882,"06081606200",98546,87000
"922","081",81394,"06081606300",98546,87000
"923","081",95774,"06081606400",98546,87000
"924","081",199886,"06081606500",98546,87000
"925","081",102195,"06081606600",98546,87000
"926","081",136806,"06081606700",98546,87000
"927","081",129013,"06081606800",98546,87000
"928","081",147031,"06081606900",98546,87000
"929","081",129375,"06081607000",98546,87000
"930","081",138482,"06081607100",98546,87000
"931","081",82361,"06081607200",98546,87000
"932","081",122383,"06081607300",98546,87000
"933","081",87105,"06081607400",98546,87000
"934","081",103824,"06081607500",98546,87000
"935","081",102825,"06081607600",98546,87000
"936","081",88508,"06081607701",98546,87000
"937","081",103462,"06081607702",98546,87000
"938","081",104125,"06081607800",98546,87000
"939","081",111656,"06081607900",98546,87000
"940","081",123882,"06081608001",98546,87000
"941","081",144286,"06081608002",98546,87000
"942","081",120032,"06081608004",98546,87000
"943","081",140190,"06081608013",98546,87000
"944","081",136111,"06081608023",98546,87000
"945","081",90846,"06081608100",98546,87000
"946","081",152898,"06081608200",98546,87000
"947","081",134630,"06081608300",98546,87000
"948","081",100838,"06081608400",98546,87000
"949","081",110217,"06081608501",98546,87000
"950","081",105673,"06081608502",98546,87000
"951","081",89940,"06081608600",98546,87000
"952","081",129438,"06081608700",98546,87000
"953","081",170192,"06081608800",98546,87000
"954","081",107698,"06081608900",98546,87000
"955","081",94219,"06081609000",98546,87000
"956","081",103977,"06081609100",98546,87000
"957","081",87378,"06081609201",98546,87000
"958","081",85339,"06081609202",98546,87000
"959","081",140556,"06081609300",98546,87000
"960","081",197798,"06081609400",98546,87000
"961","081",166944,"06081609500",98546,87000
"962","081",150500,"06081609601",98546,87000
"963","081",138000,"06081609602",98546,87000
"964","081",144275,"06081609603",98546,87000
"965","081",158500,"06081609700",98546,87000
"966","081",133167,"06081609800",98546,87000
"967","081",175643,"06081609900",98546,87000
"968","081",91725,"06081610000",98546,87000
"969","081",76394,"06081610100",98546,87000
"970","081",54250,"06081610201",98546,87000
"971","081",49573,"06081610202",98546,87000
"972","081",53611,"06081610203",98546,87000
"973","081",60257,"06081610302",98546,87000
"974","081",159059,"06081610303",98546,87000
"975","081",115286,"06081610304",98546,87000
"976","081",62594,"06081610400",98546,87000
"977","081",57083,"06081610500",98546,87000
"978","081",57480,"06081610601",98546,87000
"979","081",116736,"06081610602",98546,87000
"980","081",75229,"06081610700",98546,87000
"981","081",58500,"06081610800",98546,87000
"982","081",66019,"06081610900",98546,87000
"983","081",100204,"06081611000",98546,87000
"984","081",150679,"06081611100",98546,87000
"985","081",133203,"06081611200",98546,87000
"986","081",121760,"06081611300",98546,87000
"987","081",250001,"06081611400",98546,87000
"988","081",250001,"06081611500",98546,87000
"989","081",161250,"06081611600",98546,87000
"990","081",54856,"06081611700",98546,87000
"991","081",64135,"06081611800",98546,87000
"992","081",57349,"06081611900",98546,87000
"993","081",61667,"06081612000",98546,87000
"994","081",53693,"06081612100",98546,87000
"995","081",120054,"06081612500",98546,87000
"996","081",133241,"06081612600",98546,87000
"997","081",238375,"06081612700",98546,87000
"998","081",217321,"06081612800",98546,87000
"999","081",168371,"06081612900",98546,87000
"1000","081",123750,"06081613000",98546,87000
"1001","081",217188,"06081613200",98546,87000
"1002","081",219926,"06081613300",98546,87000
"1003","081",208594,"06081613400",98546,87000
"1004","081",101026,"06081613501",98546,87000
"1005","081",125803,"06081613502",98546,87000
"1006","081",94481,"06081613600",98546,87000
"1007","081",105275,"06081613700",98546,87000
"1008","081",82192,"06081613800",98546,87000
"1009","081",146307,"06081613900",98546,87000
"1010","081",117050,"06081614000",98546,87000
"1011","085",81125,"06085500100",101173,87000
"1012","085",91851,"06085500200",101173,87000
"1013","085",110345,"06085500300",101173,87000
"1014","085",66354,"06085500400",101173,87000
"1015","085",130469,"06085500500",101173,87000
"1016","085",93547,"06085500600",101173,87000
"1017","085",82344,"06085500800",101173,87000
"1018","085",61458,"06085500901",101173,87000
"1019","085",30682,"06085500902",101173,87000
"1020","085",37988,"06085501000",101173,87000
"1021","085",71852,"06085501101",101173,87000
"1022","085",82228,"06085501102",101173,87000
"1023","085",69583,"06085501200",101173,87000
"1024","085",82019,"06085501300",101173,87000
"1025","085",44052,"06085501401",101173,87000
"1026","085",46644,"06085501402",101173,87000
"1027","085",41308,"06085501501",101173,87000
"1028","085",63516,"06085501502",101173,87000
"1029","085",54269,"06085501600",101173,87000
"1030","085",39780,"06085501700",101173,87000
"1031","085",92574,"06085501800",101173,87000
"1032","085",82417,"06085501900",101173,87000
"1033","085",64337,"06085502001",101173,87000
"1034","085",46046,"06085502002",101173,87000
"1035","085",98867,"06085502101",101173,87000
"1036","085",54606,"06085502102",101173,87000
"1037","085",57667,"06085502201",101173,87000
"1038","085",104643,"06085502202",101173,87000
"1039","085",123942,"06085502301",101173,87000
"1040","085",83507,"06085502302",101173,87000
"1041","085",124028,"06085502400",101173,87000
"1042","085",146875,"06085502500",101173,87000
"1043","085",124539,"06085502601",101173,87000
"1044","085",114063,"06085502603",101173,87000
"1045","085",87333,"06085502604",101173,87000
"1046","085",90000,"06085502701",101173,87000
"1047","085",103417,"06085502702",101173,87000
"1048","085",112000,"06085502800",101173,87000
"1049","085",100285,"06085502901",101173,87000
"1050","085",123150,"06085502902",101173,87000
"1051","085",140563,"06085502903",101173,87000
"1052","085",86902,"06085502906",101173,87000
"1053","085",133598,"06085502907",101173,87000
"1054","085",135110,"06085502908",101173,87000
"1055","085",91571,"06085502909",101173,87000
"1056","085",86445,"06085502910",101173,87000
"1057","085",150652,"06085503001",101173,87000
"1058","085",116000,"06085503002",101173,87000
"1059","085",130000,"06085503003",101173,87000
"1060","085",37404,"06085503105",101173,87000
"1061","085",85557,"06085503108",101173,87000
"1062","085",44780,"06085503110",101173,87000
"1063","085",84076,"06085503111",101173,87000
"1064","085",54048,"06085503112",101173,87000
"1065","085",55331,"06085503113",101173,87000
"1066","085",100924,"06085503115",101173,87000
"1067","085",67197,"06085503116",101173,87000
"1068","085",48636,"06085503117",101173,87000
"1069","085",66056,"06085503118",101173,87000
"1070","085",50893,"06085503121",101173,87000
"1071","085",21978,"06085503122",101173,87000
"1072","085",43785,"06085503123",101173,87000
"1073","085",65350,"06085503204",101173,87000
"1074","085",97250,"06085503207",101173,87000
"1075","085",87917,"06085503208",101173,87000
"1076","085",70500,"06085503210",101173,87000
"1077","085",78287,"06085503211",101173,87000
"1078","085",93477,"06085503212",101173,87000
"1079","085",42500,"06085503213",101173,87000
"1080","085",38851,"06085503214",101173,87000
"1081","085",63258,"06085503217",101173,87000
"1082","085",41086,"06085503218",101173,87000
"1083","085",62955,"06085503304",101173,87000
"1084","085",73819,"06085503305",101173,87000
"1085","085",63636,"06085503306",101173,87000
"1086","085",94913,"06085503312",101173,87000
"1087","085",145045,"06085503313",101173,87000
"1088","085",77188,"06085503315",101173,87000
"1089","085",105000,"06085503321",101173,87000
"1090","085",108854,"06085503322",101173,87000
"1091","085",110216,"06085503323",101173,87000
"1092","085",114643,"06085503324",101173,87000
"1093","085",115625,"06085503325",101173,87000
"1094","085",170903,"06085503326",101173,87000
"1095","085",84875,"06085503327",101173,87000
"1096","085",170071,"06085503329",101173,87000
"1097","085",185408,"06085503330",101173,87000
"1098","085",86705,"06085503331",101173,87000
"1099","085",82092,"06085503332",101173,87000
"1100","085",139914,"06085503333",101173,87000
"1101","085",211442,"06085503334",101173,87000
"1102","085",88681,"06085503336",101173,87000
"1103","085",82946,"06085503337",101173,87000
"1104","085",60455,"06085503401",101173,87000
"1105","085",54221,"06085503402",101173,87000
"1106","085",71404,"06085503504",101173,87000
"1107","085",60733,"06085503506",101173,87000
"1108","085",104219,"06085503507",101173,87000
"1109","085",67180,"06085503508",101173,87000
"1110","085",86181,"06085503509",101173,87000
"1111","085",56051,"06085503510",101173,87000
"1112","085",97862,"06085503511",101173,87000
"1113","085",51910,"06085503601",101173,87000
"1114","085",49796,"06085503602",101173,87000
"1115","085",60877,"06085503703",101173,87000
"1116","085",81977,"06085503707",101173,87000
"1117","085",71157,"06085503708",101173,87000
"1118","085",29545,"06085503709",101173,87000
"1119","085",31667,"06085503710",101173,87000
"1120","085",65703,"06085503711",101173,87000
"1121","085",31903,"06085503712",101173,87000
"1122","085",29390,"06085503713",101173,87000
"1123","085",87778,"06085503802",101173,87000
"1124","085",83173,"06085503803",101173,87000
"1125","085",75805,"06085503804",101173,87000
"1126","085",59896,"06085503902",101173,87000
"1127","085",65250,"06085503903",101173,87000
"1128","085",66875,"06085504001",101173,87000
"1129","085",57188,"06085504002",101173,87000
"1130","085",70824,"06085504101",101173,87000
"1131","085",73958,"06085504102",101173,87000
"1132","085",138250,"06085504201",101173,87000
"1133","085",134063,"06085504202",101173,87000
"1134","085",98667,"06085504307",101173,87000
"1135","085",121767,"06085504308",101173,87000
"1136","085",127348,"06085504311",101173,87000
"1137","085",102254,"06085504314",101173,87000
"1138","085",95625,"06085504315",101173,87000
"1139","085",100536,"06085504316",101173,87000
"1140","085",102404,"06085504317",101173,87000
"1141","085",57177,"06085504318",101173,87000
"1142","085",103153,"06085504319",101173,87000
"1143","085",110875,"06085504320",101173,87000
"1144","085",100048,"06085504321",101173,87000
"1145","085",121625,"06085504322",101173,87000
"1146","085",96250,"06085504323",101173,87000
"1147","085",87647,"06085504410",101173,87000
"1148","085",100701,"06085504411",101173,87000
"1149","085",72095,"06085504412",101173,87000
"1150","085",100670,"06085504413",101173,87000
"1151","085",140610,"06085504414",101173,87000
"1152","085",124875,"06085504415",101173,87000
"1153","085",107500,"06085504416",101173,87000
"1154","085",100750,"06085504417",101173,87000
"1155","085",86250,"06085504418",101173,87000
"1156","085",113426,"06085504420",101173,87000
"1157","085",120268,"06085504421",101173,87000
"1158","085",96094,"06085504422",101173,87000
"1159","085",116133,"06085504423",101173,87000
"1160","085",104332,"06085504504",101173,87000
"1161","085",116791,"06085504505",101173,87000
"1162","085",93558,"06085504506",101173,87000
"1163","085",88191,"06085504507",101173,87000
"1164","085",65250,"06085504601",101173,87000
"1165","085",77734,"06085504602",101173,87000
"1166","085",81563,"06085504700",101173,87000
"1167","085",81008,"06085504802",101173,87000
"1168","085",115625,"06085504803",101173,87000
"1169","085",87572,"06085504805",101173,87000
"1170","085",101908,"06085504806",101173,87000
"1171","085",147904,"06085504901",101173,87000
"1172","085",124329,"06085505001",101173,87000
"1173","085",151180,"06085505006",101173,87000
"1174","085",107917,"06085505007",101173,87000
"1175","085",127332,"06085505008",101173,87000
"1176","085",100425,"06085505009",101173,87000
"1177","085",64676,"06085505100",101173,87000
"1178","085",68438,"06085505202",101173,87000
"1179","085",93271,"06085505203",101173,87000
"1180","085",93816,"06085505301",101173,87000
"1181","085",105042,"06085505302",101173,87000
"1182","085",76105,"06085505303",101173,87000
"1183","085",123616,"06085505304",101173,87000
"1184","085",109750,"06085505305",101173,87000
"1185","085",103854,"06085505401",101173,87000
"1186","085",105868,"06085505402",101173,87000
"1187","085",82238,"06085505403",101173,87000
"1188","085",90000,"06085505500",101173,87000
"1189","085",51104,"06085505600",101173,87000
"1190","085",73547,"06085505700",101173,87000
"1191","085",105000,"06085505800",101173,87000
"1192","085",89811,"06085505900",101173,87000
"1193","085",103222,"06085506000",101173,87000
"1194","085",100345,"06085506101",101173,87000
"1195","085",119904,"06085506102",101173,87000
"1196","085",113958,"06085506103",101173,87000
"1197","085",123713,"06085506202",101173,87000
"1198","085",89583,"06085506203",101173,87000
"1199","085",98438,"06085506204",101173,87000
"1200","085",84683,"06085506301",101173,87000
"1201","085",107500,"06085506302",101173,87000
"1202","085",78147,"06085506304",101173,87000
"1203","085",51161,"06085506305",101173,87000
"1204","085",86056,"06085506401",101173,87000
"1205","085",77089,"06085506402",101173,87000
"1206","085",49539,"06085506501",101173,87000
"1207","085",121053,"06085506502",101173,87000
"1208","085",92004,"06085506503",101173,87000
"1209","085",94306,"06085506601",101173,87000
"1210","085",121833,"06085506603",101173,87000
"1211","085",113622,"06085506604",101173,87000
"1212","085",79345,"06085506605",101173,87000
"1213","085",91136,"06085506606",101173,87000
"1214","085",132401,"06085506701",101173,87000
"1215","085",105313,"06085506702",101173,87000
"1216","085",119896,"06085506703",101173,87000
"1217","085",109432,"06085506801",101173,87000
"1218","085",117204,"06085506802",101173,87000
"1219","085",125417,"06085506803",101173,87000
"1220","085",164091,"06085506804",101173,87000
"1221","085",130221,"06085506900",101173,87000
"1222","085",152875,"06085507001",101173,87000
"1223","085",237656,"06085507002",101173,87000
"1224","085",87500,"06085507100",101173,87000
"1225","085",147000,"06085507203",101173,87000
"1226","085",149531,"06085507205",101173,87000
"1227","085",203250,"06085507206",101173,87000
"1228","085",150893,"06085507301",101173,87000
"1229","085",171394,"06085507302",101173,87000
"1230","085",176552,"06085507401",101173,87000
"1231","085",136644,"06085507402",101173,87000
"1232","085",153472,"06085507500",101173,87000
"1233","085",214375,"06085507600",101173,87000
"1234","085",177045,"06085507701",101173,87000
"1235","085",194318,"06085507702",101173,87000
"1236","085",152688,"06085507703",101173,87000
"1237","085",125579,"06085507805",101173,87000
"1238","085",145213,"06085507806",101173,87000
"1239","085",169000,"06085507807",101173,87000
"1240","085",174917,"06085507808",101173,87000
"1241","085",147000,"06085507903",101173,87000
"1242","085",185192,"06085507904",101173,87000
"1243","085",130047,"06085507905",101173,87000
"1244","085",154432,"06085507906",101173,87000
"1245","085",122813,"06085508001",101173,87000
"1246","085",121875,"06085508003",101173,87000
"1247","085",120315,"06085508004",101173,87000
"1248","085",170295,"06085508101",101173,87000
"1249","085",144226,"06085508102",101173,87000
"1250","085",129103,"06085508202",101173,87000
"1251","085",168427,"06085508203",101173,87000
"1252","085",144904,"06085508204",101173,87000
"1253","085",173359,"06085508301",101173,87000
"1254","085",161250,"06085508303",101173,87000
"1255","085",90647,"06085508304",101173,87000
"1256","085",161111,"06085508401",101173,87000
"1257","085",157321,"06085508403",101173,87000
"1258","085",127328,"06085508404",101173,87000
"1259","085",112411,"06085508503",101173,87000
"1260","085",102157,"06085508504",101173,87000
"1261","085",134375,"06085508505",101173,87000
"1262","085",96648,"06085508507",101173,87000
"1263","085",82181,"06085508508",101173,87000
"1264","085",124567,"06085508601",101173,87000
"1265","085",111038,"06085508602",101173,87000
"1266","085",114087,"06085508703",101173,87000
"1267","085",104886,"06085508704",101173,87000
"1268","085",117273,"06085508800",101173,87000
"1269","085",82652,"06085508900",101173,87000
"1270","085",78138,"06085509000",101173,87000
"1271","085",126094,"06085509102",101173,87000
"1272","085",107724,"06085509105",101173,87000
"1273","085",98375,"06085509106",101173,87000
"1274","085",104167,"06085509107",101173,87000
"1275","085",87153,"06085509108",101173,87000
"1276","085",146037,"06085509109",101173,87000
"1277","085",104375,"06085509201",101173,87000
"1278","085",114696,"06085509202",101173,87000
"1279","085",121071,"06085509302",101173,87000
"1280","085",62152,"06085509303",101173,87000
"1281","085",112863,"06085509304",101173,87000
"1282","085",90825,"06085509401",101173,87000
"1283","085",84091,"06085509403",101173,87000
"1284","085",110552,"06085509404",101173,87000
"1285","085",86228,"06085509500",101173,87000
"1286","085",131375,"06085509600",101173,87000
"1287","085",114500,"06085509700",101173,87000
"1288","085",134000,"06085509801",101173,87000
"1289","085",164813,"06085509802",101173,87000
"1290","085",182614,"06085509901",101173,87000
"1291","085",138594,"06085509902",101173,87000
"1292","085",178029,"06085510001",101173,87000
"1293","085",203906,"06085510002",101173,87000
"1294","085",153583,"06085510100",101173,87000
"1295","085",231333,"06085510200",101173,87000
"1296","085",184706,"06085510300",101173,87000
"1297","085",208239,"06085510400",101173,87000
"1298","085",160875,"06085510500",101173,87000
"1299","085",121292,"06085510600",101173,87000
"1300","085",108583,"06085510700",101173,87000
"1301","085",173313,"06085510801",101173,87000
"1302","085",175417,"06085510802",101173,87000
"1303","085",118194,"06085510803",101173,87000
"1304","085",122151,"06085510900",101173,87000
"1305","085",164911,"06085511000",101173,87000
"1306","085",205938,"06085511100",101173,87000
"1307","085",240156,"06085511200",101173,87000
"1308","085",99219,"06085511301",101173,87000
"1309","085",81029,"06085511302",101173,87000
"1310","085",191528,"06085511400",101173,87000
"1311","085",148750,"06085511500",101173,87000
"1312","085",35078,"06085511608",101173,87000
"1313","085",100977,"06085511609",101173,87000
"1314","085",248750,"06085511701",101173,87000
"1315","085",213229,"06085511702",101173,87000
"1316","085",225905,"06085511704",101173,87000
"1317","085",188750,"06085511705",101173,87000
"1318","085",134844,"06085511707",101173,87000
"1319","085",134750,"06085511800",101173,87000
"1320","085",135972,"06085511905",101173,87000
"1321","085",141161,"06085511907",101173,87000
"1322","085",201731,"06085511909",101173,87000
"1323","085",198068,"06085511910",101173,87000
"1324","085",119402,"06085511911",101173,87000
"1325","085",163846,"06085511912",101173,87000
"1326","085",164375,"06085511913",101173,87000
"1327","085",138676,"06085511914",101173,87000
"1328","085",50781,"06085511915",101173,87000
"1329","085",116250,"06085511916",101173,87000
"1330","085",154322,"06085512001",101173,87000
"1331","085",114669,"06085512005",101173,87000
"1332","085",78792,"06085512017",101173,87000
"1333","085",102595,"06085512019",101173,87000
"1334","085",85123,"06085512020",101173,87000
"1335","085",91189,"06085512021",101173,87000
"1336","085",64231,"06085512022",101173,87000
"1337","085",78100,"06085512023",101173,87000
"1338","085",90795,"06085512024",101173,87000
"1339","085",105491,"06085512025",101173,87000
"1340","085",82692,"06085512026",101173,87000
"1341","085",77455,"06085512027",101173,87000
"1342","085",116699,"06085512029",101173,87000
"1343","085",135078,"06085512030",101173,87000
"1344","085",118618,"06085512031",101173,87000
"1345","085",112159,"06085512032",101173,87000
"1346","085",117386,"06085512033",101173,87000
"1347","085",117841,"06085512034",101173,87000
"1348","085",120482,"06085512035",101173,87000
"1349","085",102200,"06085512036",101173,87000
"1350","085",119886,"06085512037",101173,87000
"1351","085",89297,"06085512038",101173,87000
"1352","085",106217,"06085512039",101173,87000
"1353","085",68500,"06085512042",101173,87000
"1354","085",51000,"06085512043",101173,87000
"1355","085",108289,"06085512045",101173,87000
"1356","085",114242,"06085512047",101173,87000
"1357","085",91667,"06085512052",101173,87000
"1358","085",85495,"06085512053",101173,87000
"1359","085",87604,"06085512100",101173,87000
"1360","085",132582,"06085512200",101173,87000
"1361","085",116250,"06085512305",101173,87000
"1362","085",100583,"06085512307",101173,87000
"1363","085",140500,"06085512308",101173,87000
"1364","085",112917,"06085512309",101173,87000
"1365","085",55951,"06085512310",101173,87000
"1366","085",93047,"06085512311",101173,87000
"1367","085",108681,"06085512312",101173,87000
"1368","085",76132,"06085512313",101173,87000
"1369","085",68000,"06085512314",101173,87000
"1370","085",115259,"06085512401",101173,87000
"1371","085",105882,"06085512402",101173,87000
"1372","085",138891,"06085512503",101173,87000
